chapter,section,symbol,offset,offset_expr,page,page_end,name
31,3.4.7,CAMIS0,0x0440,0x0440,1608,1609,Monitoring Interrupt Status Register 0
31,3.4.8,CAMIE0,0x0444,0x0444,1609,1609,Monitoring Interrupt Enable Register 0
31,3.4.9,CAMID0,0x0448,0x0448,1609,1610,Monitoring Interrupt Disable Register 0
31,3.4.10,CAMIS1,0x0450,0x0450,1610,1610,Monitoring Interrupt Status Register 1
31,3.4.11,CAMIE1,0x0454,0x0454,1610,1611,Monitoring Interrupt Enable Register 1
31,3.4.12,CAMID1,0x0458,0x0458,1611,1612,Monitoring Interrupt Disable Register 1
32,3.1.1,EAMC,0x0000,0x0000,1630,1631,Mode Configuration Register
32,3.1.2,EAMS,0x0004,0x0004,1631,1631,Mode Status Register
32,3.2.1,EAIRC,0x0010,0x0010,1631,1632,IPV Remapping Configuration Register [802.1Q]
32,3.2.2,EATDQSC,0x0014,0x0014,1632,1633,TX Descriptor Queue Security Configuration Register
32,3.2.3,EATDQC,0x0018,0x0018,1633,1634,TX Descriptor Queue Configuration Register
32,3.2.4,EATDQAC,0x001C,0x001C,1634,1635,TX Descriptor Queue Arbitration Configuration Register
32,3.2.5,EATPEC,0x0020,0x0020,1635,1635,TX Preemption Configuration Register
32,3.2.6,EATMFSCq,0x0040,0x0040 + 0x4 * q,1635,1636,Transmission Maximum Frame Size Configuration Register q (q = 0 to 7)
32,3.2.7,EATDQDCq,0x0060,0x0060 + 0x4 * q,1636,1636,Transmission Descriptor Queue Depth Configuration Register q (q = 0 to 7)
32,3.2.8,EATDQMq,0x0080,0x0080 + 0x4 * q,1636,1637,Transmission Descriptor Queue q Monitoring Register (q = 0 to 7)
32,3.2.10,EACTQC,0x0100,0x0100,1637,1638,Cut-Through Queue Configuration Register
32,3.2.9,EATDQMLMq,0x00A0,0x00A0 + 0x4 * q,1637,1637,Transmission Descriptor Queue q Max Level Monitoring Register
32,3.2.11,EACTDQDC,0x0104,0x0104,1638,1638,Cut-Through Descriptor Queue Depth Configuration Register
32,3.2.12,EACTDQM,0x0108,0x0108,1638,1639,Cut-Through Descriptor Queue Monitoring Register
32,3.2.13,EACTDQMLM,0x010C,0x010C,1639,1639,Cut-Through Descriptor Queue Max Level Monitoring Register
32,3.3.1,EAVCC,0x0130,0x0130,1639,1640,VLAN Control Configuration Register
32,3.3.2,EAVTC,0x0134,0x0134,1640,1641,VLAN TAG Configuration Register
32,3.3.3,EARTFC,0x0138,0x0138,1641,1642,Reception TAG Filtering Configuration Register
32,3.4.1,EACAEC,0x0200,0x0200,1642,1642,CBS Admin Enable Configuration Register
32,3.4.2,EACC,0x0204,0x0204,1642,1643,CBS Configuration Register
32,3.4.3,EACAIVCq,0x0220,0x0220 + 0x4 * q,1643,1643,CBS Admin Increment Value Configuration Register q (q = 0 to 7)
32,3.4.4,EACAULCq,0x0240,0x0240 + 0x4 * q,1643,1644,CBS Admin Upper Limit Configuration Register q (q = 0 to 7)
32,3.4.5,EACOEM,0x0260,0x0260,1644,1644,CBS Oper Enable Monitoring Register
32,3.4.6,EACOIVMq,0x0280,0x0280 + 0x4 * q,1644,1645,CBS Oper Increment Value Monitoring Register q (q = 0 to 7)
32,3.4.7,EACOULMq,0x02A0,0x02A0 + 0x4 * q,1645,1645,CBS Oper Upper Limit Monitoring Register q (q = 0 to 7)
32,3.4.8,EACGSM,0x02C0,0x02C0,1645,1646,CBS Gate State Monitoring Register
32,3.5.1,EATASC,0x0300,0x0300,1646,1647,TAS Configuration Register
32,3.5.2,EATASIGSC,0x0304,0x0304,1647,1647,TAS Initial Gate State Configuration Register
32,3.5.3,EATASENCi,0x0320,0x0320 + 0x4 * i,1647,1648,TAS Entry Number Configuration Register i (i = 0 to 7)
32,3.5.4,EATASCTENC,0x0340,0x0340,1648,1648,TAS Cut-Through Entry Number Configuration Register
32,3.5.5,EATASENMi,0x0360,0x0360 + 0x4 * i,1648,1649,TAS Entry Number Monitoring Register i (i = 0 to 7)
32,3.5.6,EATASCTENM,0x0380,0x0380,1649,1649,TAS Cut-Through Entry Number Monitoring Register
32,3.5.7,EATASCSTC0,0x03A0,0x03A0,1649,1650,TAS Cycle Start Time Configuration Register 0
32,3.5.10,EATASCSTM1,0x03AC,0x03AC,1650,1651,TAS Cycle Start Time Monitoring Register 1
32,3.5.8,EATASCSTC1,0x03A4,0x03A4,1650,1650,TAS Cycle Start Time Configuration Register 1
32,3.5.9,EATASCSTM0,0x03A8,0x03A8,1650,1650,TAS Cycle Start Time Monitoring Register 0
32,3.5.11,EATASCTC,0x03B0,0x03B0,1651,1651,TAS Cycle Time Configuration Register
32,3.5.12,EATASCTM,0x03B4,0x03B4,1651,1652,TAS Cycle Time Monitoring Register
32,3.5.13,EATASGL0,0x03C0,0x03C0,1652,1652,TAS Gate Learn Register 0
32,3.5.14,EATASGL1,0x03C4,0x03C4,1652,1653,TAS Gate Learn Register 1
32,3.5.15,EATASGLR,0x03C8,0x03C8,1653,1653,TAS Gate Learn Result Register
32,3.5.16,EATASGR,0x03D0,0x03D0,1653,1654,TAS Gate Read Register
32,3.5.17,EATASGRR,0x03D4,0x03D4,1654,1654,TAS Gate Read Result Register
32,3.5.18,EATASHCC,0x03E0,0x03E0,1654,1655,TAS Hardware Calibration Configuration Register
32,3.5.19,EATASRIRM,0x03E4,0x03E4,1655,1656,TAS RAM Initialization Register Monitoring Register
32,3.5.20,EATASSM,0x03E8,0x03E8,1656,1656,TAS Status Monitoring Register
32,3.6.1,EAUSMFSECN,0x0400,0x0400,1656,1657,Under Minimum Frame Size Error Counter Register
32,3.6.2,EATFECN,0x0404,0x0404,1657,1658,TAG Filtering Error Counter Register
32,3.6.3,EAFSECN,0x0408,0x0408,1658,1658,Frame Size Error Counter Register
32,3.6.4,EADQOECN,0x040C,0x040C,1658,1659,Descriptor Queue Overflow Error Counter Register
32,3.6.5,EADQSECN,0x0410,0x0410,1659,1659,Descriptor Queue Security Error Counter Register
32,3.7.1.1,EAEIS0,0x0500,0x0500,1659,1661,Error Interrupt Status Register 0
32,3.7.1.2,EAEIE0,0x0504,0x0504,1661,1662,Error Interrupt Enable Register 0
32,3.7.1.3,EAEID0,0x0508,0x0508,1662,1662,Error Interrupt Disable Register 0
32,3.7.1.4,EAEIS1,0x0510,0x0510,1662,1664,Error Interrupt Status Register 1
32,3.7.1.5,EAEIE1,0x0514,0x0514,1664,1665,Error Interrupt Enable Register 1
32,3.7.1.6,EAEID1,0x0518,0x0518,1665,1665,Error Interrupt Disable Register 1
32,3.7.1.7,EAEIS2,0x0520,0x0520,1665,1667,Error Interrupt Status Register 2
32,3.7.1.8,EAEIE2,0x0524,0x0524,1667,1668,Error Interrupt Enable Register 2
32,3.7.1.9,EAEID2,0x0528,0x0528,1668,1668,Error Interrupt Disable Register 2
33,4.1.1,MPSM,0x0000,0x0000,1707,1709,PHY Station Management Register
33,4.1.2,MPIC,0x0004,0x0004,1709,1710,PHY Interfaces Configuration Register
33,4.1.3,MPIM,0x0008,0x0008,1710,1711,PHY Interfaces Monitoring Register
33,4.1.4,MIOC,0x0010,0x0010,1711,1711,I/O Configuration Register
33,4.1.5,MTFFC,0x0020,0x0020,1711,1712,Transmission Frame Format Configuration Register
33,4.1.6,MTPFC,0x0024,0x0024,1712,1713,Transmission Pause or PFC Frame Configuration Register
33,4.1.7,MTPFC2,0x0028,0x0028,1713,1715,Transmission Pause or PFC Frame Configuration Register 2
33,4.1.8,MTPFC3t,0x0030,0x0030 + 0x4 * t,1715,1715,Transmission Pause or PFC Frame Configuration Register 3 for
33,4.1.9,MRGC,0x0080,0x0080,1715,1716,Reception General Configuration Register
33,4.1.10,MRMAC0,0x0084,0x0084,1716,1717,Reception MAC Address Configuration Register 0
33,4.1.11,MRMAC1,0x0088,0x0088,1717,1717,Reception MAC Address Configuration Register 1
33,4.1.12,MRAFC,0x008C,0x008C,1717,1719,Reception Address Filter Configuration Register
33,4.1.13,MRSCE,0x0090,0x0090,1719,1720,Reception Storm Configuration for E-Frames Register
33,4.1.14,MRSCP,0x0094,0x0094,1720,1721,Reception Storm Configuration for P-Frames Register
33,4.1.15,MRSCC,0x0098,0x0098,1721,1722,Reception Storm Counter Configuration Register
33,4.1.16,MRFSCE,0x009C,0x009C,1722,1722,Reception Frame Size Configuration for E-Frames Register
33,4.1.17,MRFSCP,0x00A0,0x00A0,1722,1723,Reception Frame Size Configuration for P-Frames Register
33,4.1.18,MTRC,0x00A4,0x00A4,1723,1724,Timestamp Reception Configuration Register
33,4.1.19,MRPFM,0x00AC,0x00AC,1724,1724,Reception Pause or PFC Frame Monitoring Register
33,4.1.20,MPFCt,0x0100,0x0100 + 0x4 * t,1724,1725,PTP Filtering Register Configuration Register t (t = 0 to 15)
33,4.1.21,MLVC,0x0180,0x0180,1725,1726,Link Verification Configuration Register
33,4.1.22,MEEEC,0x0184,0x0184,1726,1726,Energy Efficient Ethernet Configuration Register
33,4.1.23,MLBC,0x0188,0x0188,1726,1726,Loopback Configuration Register
33,4.2.1,MMPFTCT,0x0300,0x0300,1727,1727,Manual Pause Frame Transmit Counter Register
33,4.2.2,MAPFTCT,0x0304,0x0304,1727,1728,Automatic Pause Frame Transmit Counter Register
33,4.2.3,MPFRCT,0x0308,0x0308,1728,1728,Pause Frame Receive Counter Register
33,4.2.4,MFCICT,0x030C,0x030C,1728,1729,False Carrier Indication Counter Register
33,4.2.5,MEEECT,0x0310,0x0310,1729,1729,Energy Efficient Ethernet Counter Register
33,4.2.6,MMPCFTCTt,0x0320,0x0320 + 0x4 * t,1729,1730,"Manual PFC Frame Transmit Counter Register (t = 0, 1)"
33,4.2.7,MAPCFTCTt,0x0330,0x0330 + 0x4 * t,1730,1730,"Automatic PFC Frame Transmit Counter Register (t = 0, 1)"
33,4.2.8,MPCFRCTt,0x0340,0x0340 + 0x4 * t,1730,1731,"PFC Frame Receive Counter Register (t = 0, 1)"
33,4.2.10,MRXBCEU,0x044C,0x044C,1731,1732,Received Byte Counter E-Frames Upper Side Register
33,4.2.9,MROVFC,0x0360,0x0360,1731,1731,Receive Overflow Counter Register
33,4.2.11,MRXBCEL,0x0450,0x0450,1732,1732,Received Byte Counter E-Frames Lower Side Register
33,4.2.12,MRXBCPU,0x0454,0x0454,1732,1733,Received Byte Counter P-Frames Upper Side Register
33,4.2.13,MRXBCPL,0x0458,0x0458,1733,1733,Received Byte Counter P-Frames Lower Side Register
33,4.2.14,MRGFCE,0x0408,0x0408,1733,1734,Received Good Frame Counter E-Frames Register
33,4.2.15,MRGFCP,0x040C,0x040C,1734,1734,Received Good Frame Counter P-Frames Register
33,4.2.16,MRBFC,0x0410,0x0410,1734,1734,Received Good Broadcast Frame Counter Register
33,4.2.17,MRMFC,0x0414,0x0414,1734,1735,Received Good Multicast Frame Counter Register
33,4.2.18,MRUFC,0x0418,0x0418,1735,1735,Received Good Unicast Frame Counter Register
33,4.2.19,MRPEFC,0x041C,0x041C,1735,1736,Received PHY Error Frame Count Register
33,4.2.20,MRNEFC,0x0420,0x0420,1736,1736,Received Nibble Error Frame Count Register
33,4.2.21,MRFMEFC,0x0424,0x0424,1736,1737,Received FCS/mCRC Error Frame Count Register
33,4.2.22,MRFFMEFC,0x0428,0x0428,1737,1737,Received Final Fragment Missing Error Frame Count Register
33,4.2.23,MRCFCEFC,0x042C,0x042C,1737,1738,Received C-Fragment Count Error Frame Count Register
33,4.2.24,MRFCEFC,0x0430,0x0430,1738,1738,Received Fragment Count Error Frame Count Register
33,4.2.25,MRRCFEFC,0x0434,0x0434,1738,1739,Received RMAC Filter Error Frame Count Register
33,4.2.26,MRFC,0x0438,0x0438,1739,1739,Received Frame Count Register
33,4.2.27,MRGUEFC,0x043C,0x043C,1739,1739,Received Good Undersize Error Frame Count Register
33,4.2.28,MRBUEFC,0x0440,0x0440,1739,1740,Received Bad Undersize Error Frame Count Register
33,4.2.29,MRGOEFC,0x0444,0x0444,1740,1740,Received Good Oversize Error Frame Count Register
33,4.2.30,MRBOEFC,0x0448,0x0448,1740,1741,Received Bad Oversize Error Frame Count Register
33,4.2.31,MTXBCEU,0x0520,0x0520,1741,1741,Transmitted Byte Counter E-Frames Upper Side Register
33,4.2.32,MTXBCEL,0x0524,0x0524,1741,1742,Transmitted Byte Counter E-Frames Lower Side Register
33,4.2.33,MTXBCPU,0x0528,0x0528,1742,1742,Transmitted Byte Counter P-Frames Upper Side Register
33,4.2.34,MTXBCPL,0x052C,0x052C,1742,1743,Transmitted Byte Counter P-Frames Lower Side Register
33,4.2.35,MTGFCE,0x0508,0x0508,1743,1743,Transmitted Good Frame Counter E-Frames Register
33,4.2.36,MTGFCP,0x050C,0x050C,1743,1743,Transmitted Good Frame Counter P-Frames Register
33,4.2.37,MTBFC,0x0510,0x0510,1743,1744,Transmitted Broadcast Frame Counter Register
33,4.2.38,MTMFC,0x0514,0x0514,1744,1744,Transmitted Multicast Frame Counter Register
33,4.2.39,MTUFC,0x0518,0x0518,1744,1745,Transmitted Unicast Frame Counter Register
33,4.2.40,MTEFC,0x051C,0x051C,1745,1745,Transmitted Error Frame Counter Register
33,4.3.1,MEIS,0x0200,0x0200,1745,1751,Error Interrupt Status Register
33,4.3.2,MEIE,0x0204,0x0204,1751,1754,Error Interrupt Enable Register
33,4.3.3,MEID,0x0208,0x0208,1754,1756,Error Interrupt Disable Register
33,4.3.4,MMIS0,0x0210,0x0210,1756,1757,Monitoring Interrupt Status Register 0
33,4.3.5,MMIE0,0x0214,0x0214,1757,1758,Monitoring Interrupt Enable Register 0
33,4.3.6,MMID0,0x0218,0x0218,1758,1758,Monitoring Interrupt Disable Register 0
33,4.3.7,MMIS1,0x0220,0x0220,1758,1759,Monitoring Interrupt Status Register 1
33,4.3.8,MMIE1,0x0224,0x0224,1759,1760,Monitoring Interrupt Enable Register 1
33,4.3.9,MMID1,0x0228,0x0228,1760,1761,Monitoring Interrupt Disable Register 1
33,4.3.10,MMIS2,0x0230,0x0230,1761,1762,Monitoring Interrupt Status Register 2
33,4.3.11,MMIE2,0x0234,0x0234,1762,1763,Monitoring Interrupt Enable Register 2
33,4.3.12,MMID2,0x0238,0x0238,1763,1763,Monitoring Interrupt Disable Register 2
34,3.1.1,GWMC,0x0000,0x0000,1792,1792,Mode Configuration Register
34,3.1.2,GWMS,0x0004,0x0004,1792,1793,Mode Status Register
34,3.2.1,GWIRC,0x0010,0x0010,1793,1794,IPV Remapping Configuration Register [802.1Q]
34,3.2.2,GWRDQSC,0x0014,0x0014,1794,1794,RX Descriptor Queue Security Configuration Register
34,3.2.3,GWRDQC,0x0018,0x0018,1794,1795,RX Descriptor Queue Control Register
34,3.2.4,GWRDQAC,0x001C,0x001C,1795,1796,RX Descriptor Queue Arbitration Control Register
34,3.2.5,GWRGC,0x0020,0x0020,1796,1797,RX General Configuration Register
34,3.2.6,GWRMFSCq,0x0040,0x0040 + 0x04 * q,1797,1797,Reception Maximum Frame Size Configuration Register q (q = 0 to 7)
34,3.2.7,GWRDQDCq,0x0060,0x0060 + 0x04 * q,1797,1798,Reception Descriptor Queue q Depth Configuration Register (q = 0 to 7)
34,3.2.8,GWRDQMq,0x0080,0x0080 + 0x04 * q,1798,1798,RX Descriptor Queue q Monitoring Register (q = 0 to 7)
34,3.2.9,GWRDQMLMq,0x00A0,0x00A0 + 0x04 * q,1798,1799,RX Descriptor Queue q Max Level Monitoring Register (q = 0 to 7)
34,3.3.1,GWMTIRM,0x0100,0x0100,1799,1799,Multicast Table Initialization Register Monitoring Register
34,3.3.2,GWMSTLS,0x0104,0x0104,1799,1800,Multicast Table Learning Setting Register
34,3.3.3,GWMSTLR,0x0108,0x0108,1800,1800,Multicast Table Learning Result Register
34,3.3.4,GWMSTSS,0x010C,0x010C,1800,1801,Multicast Table Searching Setting Register
34,3.3.5,GWMSTSR,0x0110,0x0110,1801,1801,Multicast Table Searching Result Register
34,3.4.1,GWMAC0,0x0120,0x0120,1801,1802,MAC Address Configuration Register 0
34,3.4.2,GWMAC1,0x0124,0x0124,1802,1802,MAC Address Configuration Register 1
34,3.5.1,GWVCC,0x0130,0x0130,1802,1803,VLAN Control Configuration Register
34,3.5.2,GWVTC,0x0134,0x0134,1803,1803,VLAN TAG Configuration Register
34,3.5.3,GWTTFC,0x0138,0x0138,1803,1804,Transmission TAG Filtering Configuration Register
34,3.6.1,GWTDCACs0,0x0140,0x0140 + 0x08 * s,1804,1805,Timestamp Descriptor Chain s Address Configuration Register 0
34,3.6.2,GWTDCACs1,0x0144,0x0144 + 0x08 * s,1805,1805,Timestamp Descriptor Chain s Address Configuration Register 1
34,3.6.3,GWTSDCCs,0x0160,0x0160 + 0x04 * s,1805,1806,"Timestamp Descriptor Chain s Configuration Register (s = 0, 1)"
34,3.6.4,GWTSNM,0x0180,0x0180,1806,1806,Timestamp Number Monitoring Register
34,3.6.5,GWTSMNM,0x0184,0x0184,1806,1807,Timestamp Maximum Number Monitoring Register
34,3.7.1,GWAC,0x0190,0x0190,1807,1807,AXI Control Register
34,3.7.2,GWDCBAC0,0x0194,0x0194,1807,1808,Descriptor Chain Base Address Configuration Register 0
34,3.7.3,GWDCBAC1,0x0198,0x0198,1808,1808,Descriptor Chain Base Address Configuration Register 1
34,3.7.4,GWMDNC,0x01A0,0x01A0,1808,1809,Maximum Descriptor Number Configuration Register
34,3.7.5,GWTRCi,0x0200,0x0200 + 0x04 * i,1809,1810,"Transmission Request Configuration Register i (i = 0, 1)"
34,3.7.6,GWTPCp,0x0300,0x0300 + 0x04 * p,1810,1810,Transmission Pause Configuration Register p (p = 0 to 1)
34,3.7.7,GWARIRM,0x0380,0x0380,1810,1811,AXI RAM Initialization Register Monitoring Register
34,3.7.8,GWDCCi,0x0400,0x0400 + 0x04 * i,1811,1812,Descriptor Chain i Configuration Register (i = 0 to 63)
34,3.7.10,GWAARSR0,0x0804,0x0804,1812,1813,AXI Address RAM Searching Result Register 0
34,3.7.9,GWAARSS,0x0800,0x0800,1812,1812,AXI Address RAM Searching Setting Register
34,3.7.11,GWAARSR1,0x0808,0x0808,1813,1813,AXI Address RAM Searching Result Register 1
34,3.7.12,GWIDAUASi,0x0840,0x0840 + 0x04 * i,1813,1813,Incremental Data Area i Used Area Size Register (i = 0 to 3)
34,3.7.13,GWIDASMi,0x0880,0x0880 + 0x04 * i,1813,1814,Incremental Data Area i Size Monitoring Register (i = 0 to 3)
34,3.7.14,GWIDASAMi0,0x0900,0x0900 + 0x08 * i,1814,1814,Incremental Data Area i Start Address Monitoring Register 0 (i = 0 to 3)
34,3.7.15,GWIDASAMi1,0x0904,0x0904 + 0x08 * i,1814,1815,Incremental Data Area i Start Address Monitoring Register 1 (i = 0 to 3)
34,3.7.16,GWIDACAMi0,0x0980,0x0980 + 0x08 * i,1815,1815,Incremental Data Area i Current Address Monitoring Register 0
34,3.7.17,GWIDACAMi1,0x0984,0x0984 + 0x08 * i,1815,1816,Incremental Data Area i Current Address Monitoring Register 1
34,3.8.1,GWGRLC,0x0A00,0x0A00,1816,1816,Global Rate Limiter Configuration Register
34,3.8.2,GWGRLULC,0x0A04,0x0A04,1816,1817,Global Rate Limiter Upper Limit Configuration Register
34,3.8.3,GWRLCi,0x0A80,0x0A80 + 0x8 * i,1817,1817,Rate Limiter i Configuration Register (i = 0 to 7)
34,3.8.4,GWRLULCi,0x0A84,0x0A84 + 0x8 * i,1817,1818,Rate Limiter i Upper Limit Configuration Register (i = 0 to 7)
34,3.9.1,GWIDPC,0x0B80,0x0B80,1818,1818,Interrupt Delay Prescaler Configuration Register
34,3.9.2,GWIDCi,0x0C000,0x0C000 + 0x4 * i,1818,1819,Interrupt Delay i Configuration Register (i = 0 to 63)
34,3.10.1,GWRDCN,0x1000,0x1000,1819,1819,Received Data Counter Register
34,3.10.2,GWTDCN,0x1004,0x1004,1819,1820,Transmitted Data Counter Register
34,3.10.3,GWTSCN,0x1008,0x1008,1820,1820,Timestamp Counter Register
34,3.10.4,GWTSOVFECN,0x100C,0x100C,1820,1821,Timestamp Overflow Error Counter Register
34,3.10.5,GWUSMFSECN,0x1010,0x1010,1821,1821,Under Minimum Frame Size Error Counter Register
34,3.10.6,GWTFECN,0x1014,0x1014,1821,1822,TAG Filtering Error Counter Register
34,3.10.7,GWSEQECN,0x1018,0x1018,1822,1822,Sequence Error Counter Register
34,3.10.8,GWTXDNECN,0x1020,0x1020,1822,1823,TX Descriptor Number Error Counter Register
34,3.10.10,GWTDFECN,0x1028,0x1028,1823,1824,Timestamp Descriptor Full Error Counter Register
34,3.10.9,GWFSECN,0x1024,0x1024,1823,1823,Frame Size Error Counter Register
34,3.10.11,GWTSDNECN,0x102C,0x102C,1824,1825,Timestamp Descriptor Number Error Counter Register
34,3.10.12,GWDQOECN,0x1030,0x1030,1825,1825,Descriptor Queue Overflow Error Counter Register
34,3.10.13,GWDQSECN,0x1034,0x1034,1825,1826,Descriptor Queue Security Error Counter Register
34,3.10.14,GWDFECN,0x1038,0x1038,1826,1826,Descriptor Full Error Counter Register
34,3.10.15,GWDSECN,0x103C,0x103C,1826,1827,Descriptor Security Error Counter Register
34,3.10.16,GWDSZECN,0x1040,0x1040,1827,1827,Data Size Error Counter Register
34,3.10.17,GWDCTECN,0x1044,0x1044,1827,1828,Descriptor Chain Type Error Counter Register
34,3.10.18,GWRXDNECN,0x1048,0x1048,1828,1828,RX Descriptor Number Error Counter Register
34,3.11.1,GWDISi,0x1100,0x1100 + 0x10 * i,1828,1829,"Data Interrupt Status Register i (i = 0, 1)"
34,3.11.2,GWDIEi,0x1104,0x1104 + 0x10 * i,1829,1830,"Data Interrupt Enable Register i (i = 0, 1)"
34,3.11.3,GWDIDi,0x1108,0x1108 + 0x10 * i,1830,1830,"Data Interrupt Disable Register i (i = 0, 1)"
34,3.11.4,GWDIDSi,0x110C,0x110C + 0x10 * i,1830,1830,"Data Interrupt Delayed Status Register i (i = 0, 1)"
34,3.11.5,GWTSDIS,0x1180,0x1180,1830,1831,Timestamp Data Interrupt Status Register
34,3.11.6,GWTSDIE,0x1184,0x1184,1831,1832,Timestamp Data Interrupt Enable Register
34,3.11.7,GWTSDID,0x1188,0x1188,1832,1832,Timestamp Data Interrupt Disable Register
34,3.11.8,GWEIS0,0x1190,0x1190,1832,1836,Error Interrupt Status Register 0
34,3.11.9,GWEIE0,0x1194,0x1194,1836,1837,Error Interrupt Enable Register 0
34,3.11.10,GWEID0,0x1198,0x1198,1837,1838,Error Interrupt Disable Register 0
34,3.11.11,GWEIS1,0x11A0,0x11A0,1838,1839,Error Interrupt Status Register 1
34,3.11.12,GWEIE1,0x11A4,0x11A4,1839,1840,Error Interrupt Enable Register 1
34,3.11.13,GWEID1,0x11A8,0x11A8,1840,1840,Error Interrupt Disable Register 1
34,3.11.14,GWEIS2i,0x1200,0x1200 + 0x10 * i,1840,1841,"Error Interrupt Status Register 2i (i = 0, 1)"
34,3.11.15,GWEIE2i,0x1204,0x1204 + 0x10 * i,1841,1841,"Error Interrupt Enable Register 2i (i = 0, 1)"
34,3.11.16,GWEID2i,0x1208,0x1208 + 0x10 * i,1841,1842,"Error Interrupt Disable Register 2i (i = 0, 1)"
34,3.11.17,GWEIS3,0x1280,0x1280,1842,1843,Error Interrupt Status Register 3
34,3.11.18,GWEIE3,0x1284,0x1284,1843,1843,Error Interrupt Enable Register 3
34,3.11.19,GWEID3,0x1288,0x1288,1843,1844,Error Interrupt Disable Register 3
34,3.11.20,GWEIS4,0x1290,0x1290,1844,1846,Error Interrupt Status Register 4
34,3.11.21,GWEIE4,0x1294,0x1294,1846,1847,Error Interrupt Enable Register 4
34,3.11.22,GWEID4,0x1298,0x1298,1847,1847,Error Interrupt Disable Register 4
34,3.11.23,GWEIS5,0x12A0,0x12A0,1847,1849,Error Interrupt Status Register 5
34,3.11.24,GWEIE5,0x12A4,0x12A4,1849,1850,Error Interrupt Enable Register 5
34,3.11.25,GWEID5,0x12A8,0x12A8,1850,1851,Error Interrupt Disable Register 5
35,3.1.1,PTPIPV,0x0000,0x0000,1927,1927,IP Version Register
35,3.2.1,PTPTMEC,0x0010,0x0010,1927,1928,Timer Enable Configuration Register
35,3.2.2,PTPTMDC,0x0014,0x0014,1928,1928,Timer Disable Configuration Register
35,3.2.3,PTPTIVCt,0x0020,0x0020 + 0x40 * t,1928,1929,"Timer t Increment Value Configuration Register (t = 0, 1)"
35,3.2.4,PTPTOVCtL,0x0030,0x0030 + 0x40 * t,1929,1929,"Timer t Offset Value Configuration Register L (t = 0, 1)"
35,3.2.5,PTPTOVCMt,0x0034,0x0034 + 0x40 * t,1929,1930,"Timer t Offset Value Configuration Register M (t = 0, 1)"
35,3.2.6,PTPTOVCtU,0x0038,0x0038 + 0x40 * t,1930,1930,"Timer t Offset Value Configuration Register U (t = 0, 1)"
35,3.3.1,PTPAVTPTMtL,0x0040,0x0040 + 0x40 * t,1930,1931,"AVTP Timer t Monitoring Register L (t = 0, 1)"
35,3.3.2,PTPAVTPTMtU,0x0044,0x0044 + 0x40 * t,1931,1931,"AVTP Timer t Monitoring Register U (t = 0, 1)"
35,3.3.3,PTPGPTPTMtL,0x0050,0x0050 + 0x40 * t,1931,1931,"GPTP Timer t Monitoring Register L (t = 0, 1)"
35,3.3.4,PTPGPTPTMtM,0x0054,0x0054 + 0x40 * t,1931,1932,"GPTP Timer t Monitoring Register M (t = 0, 1)"
35,3.3.5,PTPGPTPTMtU,0x0058,0x0058 + 0x40 * t,1932,1932,"GPTP Timer t Monitoring Register U (t = 0, 1)"
35,3.4.1,PTPMCCCm,0x0200,0x0200 + 0x10 * m,1932,1933,"Media Clock m Capture Configuration Register (m = 0, 1)"
35,3.4.2,PTPMCCMmL,0x0204,0x0204 + 0x10 * m,1933,1933,"Media Clock m Capture Monitoring Register L (m = 0, 1)"
35,3.4.3,PTPMCCMmM,0x0208,0x0208 + 0x10 * m,1933,1934,"Media Clock m Capture Monitoring Register M (m = 0, 1)"
35,3.4.4,PTPMCCMmU,0x020C,0x020C + 0x10 * m,1934,1935,"Media Clock m Capture Monitoring Register U (m = 0, 1)"
35,3.5.1,PTPMCRCm,0x0300,0x0300 + 0x10 * m,1935,1936,"Media Clock m Recovery Configuration Register (m = 0, 1)"
35,3.5.2,PTPMCRTCmL,0x0304,0x0304 + 0x10 * m,1936,1936,"Media Clock m Recovery Time Configuration Register L (m = 0, 1)"
35,3.5.3,PTPMCRTCmM,0x0308,0x0308 + 0x10 * m,1936,1937,"Media Clock m Recovery Time Configuration Register M (m = 0, 1)"
35,3.5.4,PTPMCRTCmU,0x030C,0x030C + 0x10 * m,1937,1937,"Media Clock m Recovery Time Configuration Register U (m = 0, 1)"
35,3.5.5,PTPMCPCm,0x0400,0x0400 + 0x04 * m,1937,1938,"Media Clock m Pin Configuration Register (m = 0, 1)"
35,3.6.1,PTPCCCc0,0x0500,0x0500 + 0x8 * c,1938,1938,Cyclic Compare c Configuration Register 0 (c = 0 to 7)
35,3.6.2,PTPCCCc1,0x0504,0x0504 + 0x8 * c,1938,1939,Cyclic Compare c Configuration Register 1 (c = 0 to 7)
35,3.7.1,PTPIS0,0x0700,0x0700,1939,1940,Interrupt Status Register 0
35,3.7.2,PTPIE0,0x0704,0x0704,1940,1941,Interrupt Enable Register 0
35,3.7.3,PTPID0,0x0708,0x0708,1941,1941,Interrupt Disable Register 0
35,3.7.4,PTPIS1,0x0710,0x0710,1941,1942,Interrupt Status Register 1
35,3.7.5,PTPIE1,0x0714,0x0714,1942,1942,Interrupt Enable Register 1
35,3.7.6,PTPID1,0x0718,0x0718,1942,1943,Interrupt Disable Register 1
35,6.3.1,POTCFGR,0x1000,0x1000,1955,1955,Pulse Output Timer Configuration Register
