chapter,section,symbol,offset,offset_expr,page,page_end,name
35,6.3.2,POTCRn,0x1004,0x1004 + 0x30 * n,1955,1956,Pulse Output Timer Control Register n (n = 0 to 3)
35,6.3.3,POTSTRnU,0x1008,0x1008 + 0x30 * n,1956,1956,Pulse Output Start Time Setting Register nU (n = 0 to 3)
35,6.3.4,POTSTRnM,0x100C,0x100C + 0x30 * n,1956,1956,Pulse Output Start Time Setting Register nM (n = 0 to 3)
35,6.3.5,POTSTRnL,0x1010,0x1010 + 0x30 * n,1956,1957,Pulse Output Start Time Setting Register nL (n = 0 to 3)
35,6.3.6,POTPERnU,0x1014,0x1014 + 0x30 * n,1957,1957,Period Setting Register nU (n = 0 to 3)
35,6.3.7,POTPERnM,0x1018,0x1018 + 0x30 * n,1957,1958,Period Setting Register nM (n = 0 to 3)
35,6.3.8,POTPERnL,0x101C,0x101C + 0x30 * n,1958,1958,Period Setting Register nL (n = 0 to 3)
35,6.3.9,POTPWRn,0x1020,0x1020 + 0x30 * n,1958,1959,Pulse Width Setting Register n (n = 0 to 3)
35,6.3.10,POTCPRnU,0x1028,0x1028 + 0x30 * n,1959,1959,Time Capture Register nU (n = 0 to 3)
35,6.3.11,POTCPRnM,0x102C,0x102C + 0x30 * n,1959,1959,Time Capture Register nM (n = 0 to 3)
35,6.3.12,POTCPRnL,0x1030,0x1030 + 0x30 * n,1959,1959,Time Capture Register nL (n = 0 to 3)
36,2.1,SYSCFG,0x000,0x000,1967,1968,System Configuration Control Register
36,2.2,SYSSTS0,0x004,0x004,1968,1969,System Configuration Status Register 0
36,2.3,DVSTCTR0,0x008,0x008,1969,1972,Device State Control Register 0
36,2.4,CFIFO,0x014,0x014,1972,1973,CFIFO Port Register
36,2.4,CFIFOL,0x014,0x014,1972,1973,CFIFO Port Register
36,2.5,DnFIFO,0x018,0x018 + 0x4 * n,1973,1974,"DnFIFO Port Register (n = 0, 1)"
36,2.5,DnFIFOL,0x018,0x018 + 0x4 * n,1973,1974,"DnFIFO Port Register (n = 0, 1)"
36,2.6,CFIFOSEL,0x020,0x020,1974,1976,CFIFO Port Select Register
36,2.7,DnFIFOSEL,0x028,0x028 + 0x4 * n,1976,1977,"DnFIFO Port Select Register (n = 0, 1)"
36,2.8,CFIFOCTR,0x022,0x022,1977,1979,CFIFO Port Control Register
36,2.9,DnFIFOCTR,0x02A,0x02A + 0x4 * n,1979,1980,"DnFIFO Port Control Register (n = 0, 1)"
36,2.10,INTENB0,0x030,0x030,1980,1981,Interrupt Enable Register 0
36,2.11,INTENB1,0x032,0x032,1981,1982,Interrupt Enable Register 1
36,2.12,BRDYENB,0x036,0x036,1982,1983,BRDY Interrupt Enable Register
36,2.13,NRDYENB,0x038,0x038,1983,1984,NRDY Interrupt Enable Register
36,2.14,BEMPENB,0x03A,0x03A,1984,1985,BEMP Interrupt Enable Register
36,2.15,SOFCFG,0x03C,0x03C,1985,1986,SOF Output Configuration Register
36,2.16,INTSTS0,0x040,0x040,1986,1988,Interrupt Status Register 0
36,2.17,INTSTS1,0x042,0x042,1988,1991,Interrupt Status Register 1
36,2.18,BRDYSTS,0x046,0x046,1991,1992,BRDY Interrupt Status Register
36,2.19,NRDYSTS,0x048,0x048,1992,1992,NRDY Interrupt Status Register
36,2.20,BEMPSTS,0x04A,0x04A,1992,1993,BEMP Interrupt Status Register
36,2.21,FRMNUM,0x04C,0x04C,1993,1994,Frame Number Register
36,2.22,DVCHGR,0x04E,0x04E,1994,1994,Device State Change Register
36,2.23,USBADDR,0x050,0x050,1994,1995,USB Address Register
36,2.24,USBREQ,0x054,0x054,1995,1996,USB Request Type Register
36,2.25,USBVAL,0x056,0x056,1996,1997,USB Request Value Register
36,2.26,USBINDX,0x058,0x058,1997,1997,USB Request Index Register
36,2.27,USBLENG,0x05A,0x05A,1997,1998,USB Request Length Register
36,2.28,DCPCFG,0x05C,0x05C,1998,1999,DCP Configuration Register
36,2.29,DCPMAXP,0x05E,0x05E,1999,1999,DCP Maximum Packet Size Register
36,2.30,DCPCTR,0x060,0x060,1999,2002,DCP Control Register
36,2.31,PIPESEL,0x064,0x064,2002,2003,Pipe Window Select Register
36,2.32,PIPECFG,0x068,0x068,2003,2005,Pipe Configuration Register
36,2.33,PIPEMAXP,0x06C,0x06C,2005,2006,Pipe Maximum Packet Size Register
36,2.34,PIPEPERI,0x06E,0x06E,2006,2007,Pipe Cycle Control Register
36,2.35,PIPEnCTR,0x070,0x070 + 0x2 * (n - 1),2007,2011,PIPEn Control Registers (n = 1 to 5)
36,2.36,PIPEnCTR,0x07A,0x07A + 0x2 * (n - 6),2011,2013,PIPEn Control Registers (n = 6 to 9)
36,2.37,PIPEnTRE,0x090,0x090 + 0x4 * (n - 1),2013,2014,PIPEn Transaction Counter Enable Register (n = 1 to 5)
36,2.38,PIPEnTRN,0x092,0x092 + 0x4 * (n - 1),2014,2015,PIPEn Transaction Counter Register (n = 1 to 5)
36,2.39,DEVADDn,0x0D0,0x0D0 + 0x2 * n,2015,2015,Device Address n Configuration Register (n = 0 to 5)
36,2.40,DPUSR0R,0x400,0x400,2015,2017,Deep Software Standby USB Transceiver Control/Pin Monitor
36,2.41,DPUSR1R,0x404,0x404,2017,2018,Deep Software Standby USB Suspend/Resume Interrupt Register
37,2.1,SYSCFG,0x000,0x000,2061,2063,System Configuration Control Register
37,2.2,BUSWAIT,0x002,0x002,2063,2063,CPU Bus Wait Register
37,2.3,SYSSTS0,0x004,0x004,2063,2065,System Configuration Status Register
37,2.4,PLLSTA,0x006,0x006,2065,2065,PLL Status Register
37,2.5,DVSTCTR0,0x008,0x008,2065,2068,Device State Control Register 0
37,2.6,TESTMODE,0x00C,0x00C,2068,2069,USB Test Mode Register
37,2.7,CFIFO,0x014,0x014 (CFIFO/CFIFOL/CFIFOLL),2069,2071,"FIFO Port Register (n = 0, 1)"
37,2.7,DnFIFO,0x014,0x014 (CFIFO/CFIFOL/CFIFOLL),2069,2071,"FIFO Port Register (n = 0, 1)"
37,2.8,CFIFOSEL,0x020,0x020,2071,2072,CFIFO Port Selection Register
37,2.9,DnFIFOSEL,0x028,0x028 + 0x4 * n,2072,2074,"DnFIFO Port Selection Register (n = 0, 1)"
37,2.10,CFIFOCTR,0x022,0x022 (CFIFOCTR),2074,2076,"FIFO Port Control Register (n = 0, 1)"
37,2.10,DnFIFOCTR,0x022,0x022 (CFIFOCTR),2074,2076,"FIFO Port Control Register (n = 0, 1)"
37,2.11,INTENB0,0x030,0x030,2076,2077,Interrupt Enable Register 0
37,2.12,INTENB1,0x032,0x032,2077,2078,Interrupt Enable Register 1
37,2.13,BRDYENB,0x036,0x036,2078,2078,BRDY Interrupt Enable Register
37,2.14,NRDYENB,0x038,0x038,2078,2079,NRDY Interrupt Enable Register
37,2.15,BEMPENB,0x03A,0x03A,2079,2079,BEMP Interrupt Enable Register
37,2.16,SOFCFG,0x03C,0x03C,2079,2080,SOF Output Configuration Register
37,2.17,PHYSET,0x03E,0x03E,2080,2081,PHY Setting Register
37,2.18,INTSTS0,0x040,0x040,2081,2083,Interrupt Status Register 0
37,2.19,INTSTS1,0x042,0x042,2083,2086,Interrupt Status Register 1
37,2.20,BRDYSTS,0x046,0x046,2086,2087,BRDY Interrupt Status Register
37,2.21,NRDYSTS,0x048,0x048,2087,2087,NRDY Interrupt Status Register
37,2.22,BEMPSTS,0x04A,0x04A,2087,2088,BEMP Interrupt Status Register
37,2.23,FRMNUM,0x04C,0x04C,2088,2088,Frame Number Register
37,2.25,USBADDR,0x050,0x050,2089,2090,USB Address Register
37,2.26,USBREQ,0x054,0x054,2090,2090,USB Request Type Register
37,2.27,USBVAL,0x056,0x056,2090,2091,USB Request Value Register
37,2.28,USBINDX,0x058,0x058,2091,2091,USB Request Index Register
37,2.29,USBLENG,0x05A,0x05A,2091,2092,USB Request Length Register
37,2.30,DCPCFG,0x05C,0x05C,2092,2092,DCP Configuration Register
37,2.31,DCPMAXP,0x05E,0x05E,2092,2093,DCP Maximum Packet Size Register
37,2.32,DCPCTR,0x060,0x060,2093,2097,DCP Control Register
37,2.33,PIPESEL,0x064,0x064,2097,2097,Pipe Window Select Register
37,2.34,PIPECFG,0x068,0x068,2097,2100,Pipe Configuration Register
37,2.35,PIPEBUF,0x06A,0x06A,2100,2101,Pipe Buffer Register
37,2.36,PIPEMAXP,0x06C,0x06C,2101,2102,Pipe Maximum Packet Size Register
37,2.37,PIPEPERI,0x06E,0x06E,2102,2103,Pipe Cycle Control Register
37,2.38,PIPEnCTR,0x070,0x070 + 0x2 * (n - 1),2103,2107,Pipe n Control Register (n = 1 to 9)
37,2.39,PIPEnTRE,0x090,0x090 + 0x4 * (n - 1),2107,2108,Pipe n Transaction Counter Enable Register (n = 1 to 5)
37,2.40,PIPEnTRN,0x092,0x092 + 0x4 * (n - 1),2108,2109,Pipe n Transaction Counter Register (n = 1 to 5)
37,2.41,DEVADDn,0x0D0,0x0D0 + 0x2 * n (n = 0 to 9),2109,2110,"Device Address n Configuration Register (n = 0 to 9, A)"
37,2.42,LPCTRL,0x100,0x100,2110,2111,Low Power Control Register
37,2.43,LPSTS,0x102,0x102,2111,2112,Low Power Status Register
37,2.44,BCCTRL,0x140,0x140,2112,2113,Battery Charging Control Register
37,2.45,PL1CTRL1,0x144,0x144,2113,2114,Function L1 Control Register 1
37,2.46,PL1CTRL2,0x146,0x146,2114,2115,Function L1 Control Register 2
37,2.47,HL1CTRL1,0x148,0x148,2115,2116,Host L1 Control Register 1
37,2.48,HL1CTRL2,0x14A,0x14A,2116,2117,Host L1 Control Register 2
37,2.49,DPUSR0R,0x160,0x160,2117,2118,Deep Software Standby USB Transceiver Control/Pin Monitor
37,2.50,DPUSR1R,0x164,0x164,2118,2118,Deep Software Standby USB Suspend/Resume Interrupt Register
37,2.51,DPUSR2R,0x168,0x168,2118,2119,Deep Software Standby USB Suspend/Resume Interrupt Register
37,2.52,DPUSRCR,0x16A,0x16A,2119,2119,Deep Software Standby USB Suspend/Resume Command Register
38,2.1,RSR,,,2179,2180,Receive Shift Register
38,2.2,RDR,0x00,0x00,2180,2181,Receive Data Register
38,2.2,RDR_BY,0x00,0x00,2180,2181,Receive Data Register
38,2.3,TDR,0x04,0x04 (TDR/TDRLL),2181,2182,Transmit Data Register
38,2.3,TDRLH,0x04,0x04 (TDR/TDRLL),2181,2182,Transmit Data Register
38,2.3,TDRLL,0x04,0x04 (TDR/TDRLL),2181,2182,Transmit Data Register
38,2.4,TSR,,,2182,2182,Transmit Shift Register
38,2.5,CCR0,0x08,0x08,2182,2185,Common Control Register 0
38,2.6,CCR1,0x0C,0x0C,2185,2189,Common Control Register 1
38,2.7,CCR2,0x10,0x10,2189,2195,Common Control Register 2
38,2.8,CCR3,0x14,0x14,2203,2210,Common Control Register 3
38,2.9,CCR4,0x18,0x18,2210,2212,Common Control Register 4
38,2.10,ICR,0x20,0x20,2212,2215,Simple IIC Control Register
38,2.11,FCR,0x24,0x24,2215,2216,FIFO Control Register
38,2.12,MCR,0x2C,0x2C,2216,2219,Manchester Control Register
38,2.13,DCR,0x30,0x30,2219,2220,Driver Control Register
38,2.14,XCR0,0x34,0x34,2220,2223,Simple LIN Control Register 0
38,2.15,XCR1,0x38,0x38,2223,2224,Simple LIN Control Register 1
38,2.16,XCR2,0x3C,0x3C,2224,2225,Simple LIN Control Register 2
38,2.17,CSR,0x48,0x48,2225,2230,Common Status Register
38,2.18,ISR,0x4C,0x4C,2230,2231,Simple IIC Status Register
38,2.19,FRSR,0x50,0x50,2231,2232,FIFO Receive Status Register
38,2.20,FTSR,0x54,0x54,2232,2233,FIFO Transmit Status Register
38,2.21,MSR,0x58,0x58,2233,2235,Manchester Status Register
38,2.22,XSR0,0x5C,0x5C,2235,2237,Simple LIN Status Register 0
38,2.23,XSR1,0x60,0x60,2237,2238,Simple LIN Status Register 1
38,2.24,CFCLR,0x68,0x68,2238,2239,Common Flag Clear Register
38,2.25,ICFCLR,0x6C,0x6C,2239,2239,Simple IIC Flag Clear Register
38,2.26,FFCLR,0x70,0x70,2239,2240,FIFO Flag Clear Register
38,2.27,MFCLR,0x74,0x74,2240,2240,Manchester Flag Clear Register
38,2.28,XFCLR,0x78,0x78,2240,2241,Simple LIN Flag Clear Register
38,2.29,CESR,0x1C,0x1C,2241,2241,Communication Enable Status Register
39,2.1,ICCR1,0x00,0x00,2369,2371,I2C Bus Control Register 1
39,2.2,ICCR2,0x01,0x01,2371,2374,I2C Bus Control Register 2
39,2.3,ICMR1,0x02,0x02,2374,2375,I2C Bus Mode Register 1
39,2.4,ICMR2,0x03,0x03,2375,2376,I2C Bus Mode Register 2
39,2.5,ICMR3,0x04,0x04,2376,2378,I2C Bus Mode Register 3
39,2.6,ICFER,0x05,0x05,2378,2380,I2C Bus Function Enable Register
39,2.7,ICSER,0x06,0x06,2380,2381,I2C Bus Status Enable Register
39,2.8,ICIER,0x07,0x07,2381,2382,I2C Bus Interrupt Enable Register
39,2.9,ICSR1,0x08,0x08,2382,2384,I2C Bus Status Register 1
39,2.10,ICSR2,0x09,0x09,2384,2388,I2C Bus Status Register 2
39,2.11,ICWUR,0x02,0x02,2388,2389,I2C Bus Wakeup Unit Register
39,2.12,ICWUR2,0x03,0x03,2389,2390,I2C Bus Wakeup Unit Register 2
39,2.13,SARLy,0x0A,0x0A + 0x02 * y,2390,2391,Slave Address Register Ly (y = 0 to 2)
39,2.14,SARUy,0x0B,0x0B + 0x02 * y,2391,2391,Slave Address Register Uy (y = 0 to 2)
39,2.15,ICBRL,0x10,0x10,2391,2392,I2C Bus Bit Rate Low-Level Register
39,2.16,ICBRH,0x11,0x11,2392,2393,I2C Bus Bit Rate High-Level Register
39,2.17,ICDRT,0x12,0x12,2393,2393,I2C Bus Transmit Data Register
39,2.18,ICDRR,0x13,0x13,2393,2394,I2C Bus Receive Data Register
39,2.19,ICDRS,,n/a,2394,2394,I2C Bus Shift Register
40,2.1,PRTS,0x000,0x000,2448,2449,Protocol Selection Register
40,2.2,BCTL,0x014,0x014,2449,2450,Bus Control Register
40,2.3,MSDVAD,0x018,0x018,2450,2451,Master Device Address Register
40,2.4,RSTCTL,0x020,0x020,2451,2453,Reset Control Register
40,2.5,PRSST,0x024,0x024,2453,2455,Present State Register
40,2.6,INST,0x030,0x030,2455,2456,Internal Status Register
40,2.7,INSTE,0x034,0x034,2456,2457,Internal Status Enable Register
40,2.8,INIE,0x038,0x038,2457,2457,Internal Interrupt Enable Register
40,2.9,INSTFC,0x03C,0x03C,2457,2458,Internal Status Force Register
40,2.10,DVCT,0x044,0x044,2458,2459,Device Characteristic Table Register
40,2.11,IBINCTL,0x058,0x058,2459,2459,IBI Notify Control Register
40,2.12,BFCTL,0x060,0x060,2459,2461,Bus Function Control Register
40,2.13,SVCTL,0x064,0x064,2461,2463,Slave Control Register
40,2.14,REFCKCTL,0x070,0x070,2463,2463,Reference Clock Control Register
40,2.15,STDBR,0x074,0x074,2463,2466,Standard Bit Rate Register
40,2.16,EXTBR,0x078,0x078,2466,2467,Extended Bit Rate Register
40,2.17,BFRECDT,0x07C,0x07C,2467,2467,Bus Free Condition Detection Time Register
40,2.18,BAVLCDT,0x080,0x080,2467,2468,Bus Available Condition Detection Time Register
40,2.19,BIDLCDT,0x084,0x084,2468,2468,Bus Idle Condition Detection Time Register
40,2.20,OUTCTL,0x088,0x088,2468,2470,Output Control Register
40,2.21,INCTL,0x08C,0x08C,2470,2471,Input Control Register
40,2.22,TMOCTL,0x090,0x090,2471,2472,Timeout Control Register
40,2.23,WUCTL,0x098,0x098,2472,2473,Wake Up Unit Control Register
40,2.24,ACKCTL,0x0A0,0x0A0,2473,2474,Acknowledge Control Register
40,2.25,SCSTRCTL,0x0A4,0x0A4,2474,2475,SCL Stretch Control Register
40,2.26,SCSTLCTL,0x0B0,0x0B0,2475,2476,SCL Stalling Control Register
40,2.27,SVTDLG0,0x0C0,0x0C0,2476,2477,Slave Transfer Data Length Register 0
40,2.28,STCTL,0x120,0x120,2477,2477,Synchronous Timing Control Register
40,2.29,ATCTL,0x124,0x124,2477,2478,Asynchronous Timing Control Register
40,2.30,ATTRG,0x128,0x128,2478,2478,Asynchronous Timing Trigger Register
40,2.31,ATCCNTE,0x12C,0x12C,2478,2479,Asynchronous Timing Control Counter Enable Register
40,2.32,CNDCTL,0x140,0x140,2479,2480,Condition Control Register
40,2.33,NCMDQP,0x150,0x150,2480,2481,Normal Command Queue Port Register
40,2.34,NRSPQP,0x154,0x154,2481,2481,Normal Response Queue Port Register
40,2.35,NTDTBP0,0x158,0x158,2481,2482,Normal Transfer Data Buffer Port Register 0
40,2.35,NTDTBP0_BY,0x158,0x158,2481,2482,Normal Transfer Data Buffer Port Register 0
40,2.36,NIBIQP,0x17C,0x17C,2482,2483,Normal IBI Queue Port Register
40,2.37,NRSQP,0x180,0x180,2483,2483,Normal Receive Status Queue Port Register
40,2.38,HCMDQP,0x184,0x184,2483,2483,High Priority Command Queue Port Register
40,2.39,HRSPQP,0x188,0x188,2483,2484,High Priority Response Queue Port Register
40,2.40,HTDTBP,0x18C,0x18C,2484,2484,High Priority Transfer Data Buffer Port Register
40,2.41,NQTHCTL,0x190,0x190,2484,2486,Normal Queue Threshold Control Register
40,2.42,NTBTHCTL0,0x194,0x194,2486,2487,Normal Transfer Data Buffer Threshold Control Register 0
40,2.43,NRQTHCTL,0x1C0,0x1C0,2487,2488,Normal Receive Status Queue Threshold Control Register
40,2.44,HQTHCTL,0x1C4,0x1C4,2488,2489,High Priority Queue Threshold Control Register
40,2.45,HTBTHCTL,0x1C8,0x1C8,2489,2490,High Priority Transfer Data Buffer Threshold Control Register
40,2.46,BST,0x1D0,0x1D0,2490,2494,Bus Status Register
40,2.47,BSTE,0x1D4,0x1D4,2494,2495,Bus Status Enable Register
40,2.48,BIE,0x1D8,0x1D8,2495,2497,Bus Interrupt Enable Register
40,2.49,BSTFC,0x1DC,0x1DC,2497,2498,Bus Status Force Register
40,2.50,NTST,0x1E0,0x1E0,2498,2502,Normal Transfer Status Register
40,2.51,NTSTE,0x1E4,0x1E4,2502,2504,Normal Transfer Status Enable Register
40,2.52,NTIE,0x1E8,0x1E8,2504,2505,Normal Transfer Interrupt Enable Register
40,2.53,NTSTFC,0x1EC,0x1EC,2505,2507,Normal Transfer Status Force Register
40,2.54,HTST,0x200,0x200,2507,2509,High Priority Transfer Status Register
40,2.55,HTSTE,0x204,0x204,2509,2510,High Priority Transfer Status Enable Register
40,2.56,HTIE,0x208,0x208,2510,2511,High Priority Transfer Interrupt Enable Register
40,2.57,HTSTFC,0x20C,0x20C,2511,2512,High Priority Transfer Status Force Register
40,2.58,BCST,0x210,0x210,2512,2514,Bus Condition Status Register
40,2.59,SVST,0x214,0x214,2514,2516,Slave Status Register
40,2.60,WUST,0x218,0x218,2516,2518,Wake Up Unit Operating Status Register
40,2.61,MRCCPT,0x21C,0x21C,2518,2518,MSyncCNT Counter Capture Register
40,2.62,DATBASm,0x224,0x224 + 0x08 * m,2518,2519,Device Address Table Basic Register m (m = 0 to 7)
40,2.63,EXDATBAS,0x2A0,0x2A0,2519,2520,Extended Device Address Table Basic Register
40,2.64,SDATBASn,0x2B0,0x2B0 + 0x04 * n,2520,2521,Slave Device Address Table Basic Register n (n = 0 to 2)
40,2.65,MSDCTm,0x2D0,0x2D0 + 0x04 * m,2521,2523,Master Device Characteristic Table Register m (m = 0 to 7)
40,2.66,SVDCT,0x320,0x320,2523,2524,Slave Device Characteristic Table Register
40,2.67,SDCTPIDL,0x324,0x324,2524,2525,Slave Device Characteristic Table Provisional ID Low Register
40,2.68,SDCTPIDH,0x328,0x328,2525,2525,Slave Device Characteristic Table Provisional ID High Register
40,2.69,SVDVADn,0x330,0x330 + 0x04 * n,2525,2527,Slave Device Address Register n (n = 0 to 2)
40,2.70,CSECMD,0x350,0x350,2527,2528,CCC Slave Events Command Register
40,2.71,CEACTST,0x354,0x354,2528,2529,CCC Enter Activity State Register
40,2.72,CMWLG,0x358,0x358,2529,2529,CCC Max Write Length Register
40,2.73,CMRLG,0x35C,0x35C,2529,2530,CCC Max Read Length Register
40,2.74,CETSTMD,0x360,0x360,2530,2531,CCC Enter Test Mode Register
40,2.75,CGDVST,0x364,0x364,2531,2532,CCC Get Device Status Register
40,2.76,CMDSPW,0x368,0x368,2532,2532,CCC Max Data Speed W (Write) Register
40,2.77,CMDSPR,0x36C,0x36C,2532,2533,CCC Max Data Speed R (Read) Register
40,2.78,CMDSPT,0x370,0x370,2533,2533,CCC Max Data Speed T (Turnaround) Register
40,2.79,CETSM,0x374,0x374,2533,2535,CCC Exchange Timing Support Information M (Mode) Register
40,2.80,CETSS,0x378,0x378,2535,2536,CCC Exchange Timing Support Information S (State) Register
40,2.81,CGHDRCAP,0x37C,0x37C,2536,2537,CCC Get HDR Capability Register
40,2.82,BITCNT,0x380,0x380,2537,2538,Bit Count Register
40,2.83,NQSTLV,0x394,0x394,2538,2539,Normal Queue Status Level Register
40,2.84,NDBSTLV0,0x398,0x398,2539,2539,Normal Data Buffer Status Level Register 0
40,2.85,NRSQSTLV,0x3C0,0x3C0,2539,2540,Normal Receive Status Queue Status Level Register
40,2.86,HQSTLV,0x3C4,0x3C4,2540,2540,High Priority Queue Status Level Register
40,2.87,HDBSTLV,0x3C8,0x3C8,2540,2541,High Priority Data Buffer Status Level Register
40,2.88,PRSTDBG,0x3CC,0x3CC,2541,2541,Present State Debug Register
40,2.89,MSERRCNT,0x3D0,0x3D0,2541,2542,Master Error Counters Register
40,2.90,SC1CPT,0x3E0,0x3E0,2542,2543,SC1 Capture Monitor Register
40,2.91,SC2CPT,0x3E4,0x3E4,2543,2543,SC2 Capture Monitor Register
40,2.92,CECTL,0x010,0x010,2543,2544,Clock Enable Control Resister
41,2.2,CFDC0NCFG,0x0000,0x0000,2705,2706,Nominal Bitrate Configuration Register
41,2.3,CFDC0CTR,0x0004,0x0004,2706,2711,Control Register
41,2.4,CFDC0STS,0x0008,0x0008,2711,2713,Status Register
41,2.5,CFDC0ERFL,0x000C,0x000C,2713,2718,Error Flag Register
41,2.6,CFDC0DCFG,,,2718,2720,Data Bitrate Configuration Register
41,2.7,CFDC0FDCFG,0x0104,0x0104,2720,2722,CANFD Configuration Register
41,2.8,CFDC0FDCTR,0x0108,0x0108,2722,2723,CANFD Control Register
41,2.9,CFDC0FDSTS,0x010C,0x010C,2723,2725,CANFD Status Register
41,2.10,CFDC0FDCRC,0x0110,0x0110,2725,2726,CANFD CRC Register
41,2.11,CFDGCFG,0x0014,0x0014,2726,2728,Global Configuration Register
41,2.12,CFDGCTR,0x0018,0x0018,2728,2730,Global Control Register
41,2.13,CFDGSTS,0x001C,0x001C,2730,2731,Global Status Register
41,2.14,CFDGERFL,0x0020,0x0020,2731,2732,Global Error Flag Register
41,2.15,CFDGTINTSTS,0x00A4,0x00A4,2732,2734,Global TX Interrupt Status Register
41,2.16,CFDGTSC,0x0024,0x0024,2734,2734,Global Timestamp Counter Register
41,2.17,CFDGAFLECTR,0x0028,0x0028,2734,2735,Global Acceptance Filter List Entry Control Register
41,2.18,CFDGAFLCFG,0x002C,0x002C,2735,2735,Global Acceptance Filter List Configuration Register
41,2.19,CFDGAFLIDr,0x0120,0x0120 + 0x0010 * (r - 1),2735,2736,Global Acceptance Filter List ID Registers (r = 1 to 16)
41,2.20,CFDGAFLMr,0x0124,0x0124 + 0x0010 * (r - 1),2736,2738,Global Acceptance Filter List Mask Registers (r = 1 to 16)
41,2.21,CFDGAFLP0r,0x0128,0x0128 + 0x0010 * (r - 1),2738,2740,Global Acceptance Filter List Pointer 0 Registers (r = 1 to 16)
41,2.22,CFDGAFLP1r,0x012C,0x012C + 0x0010 * (r - 1),2740,2741,Global Acceptance Filter List Pointer 1 Registers (r = 1 to 16)
41,2.23,CFDRMNB,0x0030,0x0030,2741,2741,RX Message Buffer Number Register
41,2.24,CFDRMND,0x0034,0x0034,2741,2742,RX Message Buffer New Data Register
41,2.25,CFDRFCCa,0x003C,0x003C + 0x04 * a,2742,2744,RX FIFO Configuration/Control Registers a (a = 0 to 1)
41,2.26,CFDRFSTSa,0x0044,0x0044 + 0x04 * a,2744,2745,RX FIFO Status Registers a (a = 0 to 1)
41,2.27,CFDRFPCTRa,0x004C,0x004C + 0x04 * a,2745,2746,RX FIFO Pointer Control Registers a (a = 0 to 1)
41,2.28,CFDCFCC,0x0054,0x0054,2746,2749,Common FIFO Configuration/Control Register
41,2.29,CFDCFSTS,0x0058,0x0058,2749,2751,Common FIFO Status Register
41,2.30,CFDCFPCTR,0x005C,0x005C,2751,2752,Common FIFO Pointer Control Register
41,2.31,CFDFESTS,0x0060,0x0060,2752,2752,FIFO Empty Status Register
41,2.32,CFDFFSTS,0x0064,0x0064,2752,2753,FIFO Full Status Register
41,2.33,CFDFMSTS,0x0068,0x0068,2753,2754,FIFO Message Lost Status Register
41,2.34,CFDRFISTS,0x006C,0x006C,2754,2754,RX FIFO Interrupt Flag Status Register
41,2.35,CFDCDTCT,0x00C8,0x00C8,2754,2755,DMA Transfer Control Register
41,2.36,CFDCDTSTS,0x00CC,0x00CC,2755,2756,DMA Transfer Status Register
41,2.37,CFDTMCi,0x0070,0x0070 + 0x01 * i,2756,2757,TX Message Buffer Control Registers i (i = 0 to 3)
41,2.38,CFDTMSTSj,0x0074,0x0074 + 0x01 * j,2757,2759,TX Message Buffer Status Registers j (j = 0 to 3)
41,2.39,CFDTMTRSTS,0x0078,0x0078,2759,2759,TX Message Buffer Transmission Request Status Register
41,2.40,CFDTMTARSTS,0x007C,0x007C,2759,2760,TX Message Buffer Transmission Abort Request Status
41,2.41,CFDTMTCSTS,0x0080,0x0080,2760,2760,TX Message Buffer Transmission Completion Status Register
41,2.42,CFDTMTASTS,0x0084,0x0084,2760,2761,TX Message Buffer Transmission Abort Status Register
41,2.43,CFDTMIEC,0x0088,0x0088,2761,2762,TX Message Buffer Interrupt Enable Configuration Register
41,2.44,CFDTXQCC,0x008C,0x008C,2762,2763,TX Queue Configuration/Control Register
41,2.45,CFDTXQSTS,0x0090,0x0090,2763,2764,TX Queue Status Register
41,2.46,CFDTXQPCTR,0x0094,0x0094,2764,2765,TX Queue Pointer Control Register
41,2.47,CFDTHLCC,0x0098,0x0098,2765,2766,TX History List Configuration/Control Register
41,2.48,CFDTHLSTS,0x009C,0x009C,2766,2767,TX History List Status Register
41,2.49,CFDTHLACC0,0x0740,0x0740,2767,2768,TX History List Access Register 0
41,2.50,CFDTHLACC1,0x0744,0x0744,2768,2769,TX History List Access Register 1
41,2.51,CFDTHLPCTR,0x00A0,0x00A0,2769,2769,TX History List Pointer Control Register
41,2.52,CFDGRSTC,0x00D8,0x00D8,2769,2770,Global SW reset Register
41,2.53,CFDGTSTCFG,0x00A8,0x00A8,2770,2771,Global Test Configuration Register
41,2.54,CFDGTSTCTR,0x00AC,0x00AC,2771,2771,Global Test Control Register
41,2.55,CFDGFDCFG,0x00B0,0x00B0,2771,2772,Global FD Configuration Register
41,2.56,CFDGLOCKK,0x00B8,0x00B8,2772,2773,Global Lock Key Register
41,2.57,CFDRPGACCk,0x0280,0x0280 + 0x0004 * k,2773,2773,RAM Test Page Access Registers k (k = 0 to 63)
41,2.58,CFDGAFLIGNENT,0x00C0,0x00C0,2773,2774,Global AFL Ignore Entry Register
41,2.59,CFDGAFLIGNCTR,0x00C4,0x00C4,2774,2774,Global AFL Ignore Control Register
41,2.60,CFDRMIEC,0x0038,0x0038,2774,2775,RX Message Buffer Interrupt Enable Configuration Register
41,2.61.3,CFDRMIDb,0x0920,0x0920 + 0x004C * b (b = 0 to 7),2777,2778,RX Message Buffer ID Registers (b = 0 to 15)
