source_file,line,condition_count,function_name,decision_excerpt,covered
src/secure_app/key_import.c,328,2,ra_key_import_resolve,"if (((s_slot_used & bit) != 0U) && (internal_handle_for_slot(i) == handle)) {",no
src/secure_app/secure_trng.c,143,2,ra_secure_trng_read,"if ((len == 0U) || (len > (uint32_t)k_ra_secure_trng_max_bytes)) {",no
src/secure_app/secure_trng.c,151,2,ra_secure_trng_read,"for (uint32_t b = 0U; (b < (uint32_t)k_bytes_per_u64) && (written < len); ++b) {",no
src/secure_app/ota_commit.c,110,2,ra_ota_commit_swap_bank,"if ((target != k_ra_ota_bank_a) && (target != k_ra_ota_bank_b)) {",no
port/netxduo/nx_ether_driver_ra_eth.c,327,3,priv_handle_send,"if (pkt == NX_NULL || s_ra_eth_open == 0U || s_link_up == 0U) {",no
port/netxduo/nx_ether_driver_ra_eth.c,379,2,priv_handle_deferred_rx,"if (ip_ptr == NX_NULL || s_ra_eth_open == 0U) {",no
port/netxduo/nx_ether_driver_ra_eth.c,397,2,priv_handle_deferred_rx,"if (err != k_ra_ok || got == 0U) {",no
port/netxduo/nx_ether_driver_ra_eth.c,402,2,priv_handle_deferred_rx,"if (a != NX_SUCCESS || pkt == NX_NULL) {",no
port/netxduo/nx_crypto_sha256_alt.c,244,2,__wrap__nx_crypto_method_sha256_operation,"if (method == NX_CRYPTO_NULL || crypto_metadata == NX_CRYPTO_NULL) {",no
port/netxduo/nx_crypto_sha256_alt.c,249,2,__wrap__nx_crypto_method_sha256_operation,"if (meta == (nx_sha256_alt_meta_t*)0 || meta->ready == 0U) {",no
port/netxduo/nx_crypto_aes_alt.c,326,3,priv_map_mode,"if (op == (UINT)NX_CRYPTO_ENCRYPT || op == (UINT)NX_CRYPTO_ENCRYPT_UPDATE ||",no
port/netxduo/nx_crypto_aes_alt.c,329,3,priv_map_mode,"} else if (op == (UINT)NX_CRYPTO_DECRYPT || op == (UINT)NX_CRYPTO_DECRYPT_UPDATE ||",no
port/netxduo/nx_crypto_aes_alt.c,368,2,__wrap__nx_crypto_method_aes_operation,"if (method == NX_CRYPTO_NULL || crypto_metadata == NX_CRYPTO_NULL) {",no
port/netxduo/nx_crypto_aes_alt.c,391,2,__wrap__nx_crypto_method_aes_operation,"if (op != (UINT)NX_CRYPTO_ENCRYPT && op != (UINT)NX_CRYPTO_DECRYPT) {",no
port/levelx/lx_filex_adapter.c,88,2,priv_read_sectors,"if ((s_nor_flash == LX_NULL) || (dst == LX_NULL)) {",no
port/levelx/lx_filex_adapter.c,134,2,priv_write_sectors,"if ((s_nor_flash == LX_NULL) || (src == LX_NULL)) {",no
port/levelx/lx_nor_driver_ra_xspi.c,197,3,priv_nor_read,"if ((flash_address == LX_NULL) || (destination == LX_NULL) || (words == 0U)) {",yes
port/levelx/lx_nor_driver_ra_xspi.c,245,3,priv_nor_write,"if ((flash_address == LX_NULL) || (source == LX_NULL) || (words == 0U)) {",yes
port/levelx/lx_nor_driver_ra_xspi.c,614,2,priv_capture_xspi_pin_state,"if ((port > (uint8_t)k_ra_port_max) || (pin > (uint8_t)k_ra_pin_max)) {",partial
port/mbedtls/mbedtls_aes_alt.c,95,2,priv_map_err,"if (err == k_ra_err_null_ptr || err == k_ra_err_invalid_arg) {",no
port/mbedtls/mbedtls_aes_alt.c,208,2,mbedtls_aes_setkey_enc,"if (ctx == NULL || key == NULL) {",no
port/mbedtls/mbedtls_aes_alt.c,244,2,mbedtls_aes_setkey_dec,"if (ctx == NULL || key == NULL) {",no
port/mbedtls/mbedtls_aes_alt.c,290,2,priv_issue,"if (ctx == NULL || ctx->ready == 0U) {",no
port/mbedtls/mbedtls_aes_alt.c,323,2,mbedtls_aes_crypt_ecb,"if (input == NULL || output == NULL) {",no
port/mbedtls/mbedtls_aes_alt.c,368,3,mbedtls_aes_crypt_cbc,"if (iv == NULL || input == NULL || output == NULL) {",no
port/mbedtls/mbedtls_aes_alt.c,449,5,mbedtls_aes_crypt_ctr,"if (nc_off == NULL || nonce_counter == NULL || stream_block == NULL || input == NULL ||",no
port/mbedtls/mbedtls_aes_alt.c,460,2,mbedtls_aes_crypt_ctr,"if (*nc_off == 0U && (length % (size_t)k_mbedtls_aes_alt_block_bytes) == 0U) {",no
port/mbedtls/mbedtls_sha256_alt.c,74,3,priv_map_err,"if (err == k_ra_err_null_ptr || err == k_ra_err_invalid_arg || err == k_ra_err_invalid_state) {",no
port/mbedtls/mbedtls_sha256_alt.c,149,2,mbedtls_sha256_clone,"if (dst == NULL || src == NULL) {",no
port/mbedtls/mbedtls_sha256_alt.c,253,2,mbedtls_sha256_finish,"if (ctx == NULL || output == NULL) {",no
port/mbedtls/mbedtls_sha256_alt.c,291,2,mbedtls_internal_sha256_process,"if (ctx == NULL || data == NULL) {",no
port/usbx/ux_hcd_ra_usb.c,114,2,internal_endpoint_create,"if (pipe == 0U || pipe >= 10U) {",partial
port/usbx/ux_hcd_ra_usb.c,167,2,internal_transfer_request,"if (tr == nullptr || tr->ux_transfer_request_endpoint == nullptr) {",partial
port/usbx/ux_hcd_ra_usb.c,187,2,internal_transfer_request,"if (tr->ux_transfer_request_requested_length != 0U &&",partial
port/usbx/ux_hcd_ra_usb.c,357,2,ux_hcd_ra_usb_initialize,"if (_ux_system_host == UX_NULL || _ux_system_host->ux_system_host_hcd_array == UX_NULL) {",partial
port/usbx/ux_dcd_ra_usb.c,175,2,internal_transfer_request,"if (tr == nullptr || tr->ux_slave_transfer_request_endpoint == nullptr) {",partial
port/usbx/ux_dcd_ra_usb.c,192,2,internal_transfer_request,"if (tr->ux_slave_transfer_request_in_transfer_length != 0U &&",partial
port/usbx/ux_dcd_ra_usb.c,245,2,internal_endpoint_create,"if (pipe == 0U || pipe >= (uint8_t)k_ux_dcd_ra_usb_max_pipes) {",partial
port/usbx/ux_dcd_ra_usb.c,589,2,internal_dispatch_setup,"if (setup == nullptr || _ux_system_slave == UX_NULL) {",yes
port/guix/gx_display_driver_ra_glcdc.c,109,2,ra_guix_display_driver_bind,"if ((width == 0U) || (height == 0U)) {",no
port/guix/gx_display_driver_ra_glcdc.c,261,2,ra_guix_display_driver_pixel_write,"if ((xcoord < 0) || (ycoord < 0)) {",no
port/guix/gx_display_driver_ra_glcdc.c,264,2,ra_guix_display_driver_pixel_write,"if (((uint16_t)xcoord >= s_aux.width_px) || ((uint16_t)ycoord >= s_aux.height_px)) {",no
port/guix/gx_display_driver_ra_glcdc.c,330,2,ra_guix_display_driver_block_move,"if ((context == NULL) || (block == NULL)) {",no
port/nimble/nimble_npl_threadx.c,416,2,ble_npl_eventq_put,"if (evq == NULL || ev == NULL) {",no
port/nimble/nimble_npl_threadx.c,470,2,ble_npl_event_run,"if (ev == NULL || ev->fn == NULL) {",no
port/nimble/nimble_npl_threadx.c,496,2,ble_npl_event_is_queued,"return (ev != NULL && ev->queued != 0U) ? 1U : 0U;",no
port/nimble/ble_hci_ra_ble.c,226,2,priv_event_cb,"if (params == NULL && params_len > 0U) {",no
port/nimble/ble_hci_ra_ble.c,274,2,priv_acl_cb,"if (payload == NULL && len > 0U) {",no
port/nimble/ble_hci_ra_ble.c,294,2,priv_acl_cb,"if (len > 0U && os_mbuf_append(om, payload, len) != 0) {",no
port/lwip/netif/ra_etha_netif.c,170,2,internal_linkoutput,"if (netif == NULL || p == NULL) {",no
port/lwip/netif/ra_etha_netif.c,356,2,ra_etha_netif_input,"if (netif == NULL || frame == NULL) {",no
port/lwip/netif/ra_etha_netif.c,359,2,ra_etha_netif_input,"if (length < (uint16_t)k_ra_etha_netif_min_frame ||",no
port/lwip/netif/ra_etha_netif.c,384,2,ra_etha_netif_input,"while (segment != NULL && offset < length) {",no
port/lwip/arch/sys_arch.c,419,2,sys_sem_signal,"if (sem != NULL && sem->valid != 0U) {",no
port/lwip/arch/sys_arch.c,445,2,sys_arch_sem_wait,"if (sem == NULL || sem->valid == 0U) {",no
port/lwip/arch/sys_arch.c,477,2,sys_sem_free,"if (sem != NULL && sem->valid != 0U) {",no
port/lwip/arch/sys_arch.c,503,2,sys_sem_valid,"return (sem != NULL && sem->valid != 0U) ? 1 : 0;",no
port/lwip/arch/sys_arch.c,581,2,sys_mutex_lock,"if (mutex != NULL && mutex->valid != 0U) {",no
port/lwip/arch/sys_arch.c,603,2,sys_mutex_unlock,"if (mutex != NULL && mutex->valid != 0U) {",no
port/lwip/arch/sys_arch.c,625,2,sys_mutex_free,"if (mutex != NULL && mutex->valid != 0U) {",no
port/lwip/arch/sys_arch.c,651,2,sys_mutex_valid,"return (mutex != NULL && mutex->valid != 0U) ? 1 : 0;",no
port/lwip/arch/sys_arch.c,704,2,sys_mbox_new,"if (size <= 0 || (uint32_t)size > RA_LWIP_MBOX_SIZE) {",no
port/lwip/arch/sys_arch.c,738,2,sys_mbox_post,"if (mbox == NULL || mbox->valid == 0U) {",no
port/lwip/arch/sys_arch.c,766,2,sys_mbox_trypost,"if (mbox == NULL || mbox->valid == 0U) {",no
port/lwip/arch/sys_arch.c,821,2,sys_arch_mbox_fetch,"if (mbox == NULL || mbox->valid == 0U) {",no
port/lwip/arch/sys_arch.c,866,2,sys_arch_mbox_tryfetch,"if (mbox == NULL || mbox->valid == 0U) {",no
port/lwip/arch/sys_arch.c,900,2,sys_mbox_free,"if (mbox != NULL && mbox->valid != 0U) {",no
port/lwip/arch/sys_arch.c,926,2,sys_mbox_valid,"return (mbox != NULL && mbox->valid != 0U) ? 1 : 0;",no
